Customer Group,Set Source Warehouse,SO Item,Category,DELIVERY Note NO,DELIVERY Note DATE,DELIVERY Note ITEM,DELIVERY Note QTY,DN Total CBM,Transporter,PLACE Of SUPPLY
BlinkIT,HR11 - LORPL,LLIMR03,Seasonal,DN-25-26-115805,14-01-26,LLIMR03,29,0.058464,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLIMR02,Seasonal,DN-25-26-115805,14-01-26,LLIMR02,120,0.19383,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLICB01,Kitchen & Dining,DN-25-26-115805,14-01-26,LLICB01,3,0.018468,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLIC103,SHA,DN-25-26-115805,14-01-26,LLIC103,32,0.439296,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLIC100,SHA,DN-25-26-115805,14-01-26,LLIC100,32,0.459264,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHIXG01,Home Improvements,DN-25-26-115805,14-01-26,LLHIXG01,4,0.003825,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHITP01,Home Improvements,DN-25-26-115805,14-01-26,LLHITP01,2,0.056916,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHISIP01,Home Improvements,DN-25-26-115805,14-01-26,LLHISIP01,64,0.177408,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHIOP01,Home Improvements,DN-25-26-115805,14-01-26,LLHIOP01,12,0.07296,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHIIB05,Home Improvements,DN-25-26-115805,14-01-26,LLHIIB05,73,3.2445142,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHIIB04,Home Improvements,DN-25-26-115805,14-01-26,LLHIIB04,4,0.14016,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHICS01,Home Improvements,DN-25-26-115805,14-01-26,LLHICS01,35,0.657475,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHICP02,Home Improvements,DN-25-26-115805,14-01-26,LLHICP02,8,0.012672,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHICDR04,Home Improvements,DN-25-26-115805,14-01-26,LLHICDR04,26,1.227798,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHIAG01,Home Improvements,DN-25-26-115805,14-01-26,LLHIAG01,4,0.003825,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLHARS01,Home Improvements,DN-25-26-115805,14-01-26,LLHARS01,37,0.8607865,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLFSGB02,Sports & Fitness,DN-25-26-115805,14-01-26,LLFSGB02,30,0.1485,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLFGK24,Kitchen & Dining,DN-25-26-115805,14-01-26,LLFGK24,56,0.568568,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLFAHGC01,Sports & Fitness,DN-25-26-115805,14-01-26,LLFAHGC01,2,0.00091875,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-115805,14-01-26,LLFAHG01,36,0.02079,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLEWH18,Emerging Innovations,DN-25-26-115805,14-01-26,LLEWH18,27,0.0898128,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLEK60,SHA,DN-25-26-115805,14-01-26,LLEK60,72,0.57456,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLEEB18,Emerging Innovations,DN-25-26-115805,14-01-26,LLEEB18,30,0.1152,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLEEB09,Emerging Innovations,DN-25-26-115805,14-01-26,LLEEB09,60,0.2003685,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLEB05,SHA,DN-25-26-115805,14-01-26,LLEB05,24,0.091392,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLEB02,SHA,DN-25-26-115805,14-01-26,LLEB02,12,0.080784,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLCR02GL,Kitchen & Dining,DN-25-26-115805,14-01-26,LLCR02GL,16,0.094208,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLCMML108,Home Improvements,DN-25-26-115805,14-01-26,LLCMML108,144,0.7776,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLBTK03,Kitchen & Dining,DN-25-26-115805,14-01-26,LLBTK03,16,0.059136,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLBTK02,Kitchen & Dining,DN-25-26-115805,14-01-26,LLBTK02,30,0.11088,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLBT03,Kitchen & Dining,DN-25-26-115805,14-01-26,LLBT03,28,0.0596785,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BlinkIT,HR11 - LORPL,LLAS04,Sports & Fitness,DN-25-26-115805,14-01-26,LLAS04,14,0.336168,Loadit Supply Services Pvt Ltd,Thane_Maharashtra
BigBasket,HR11 - LORPL,LLSI13,Premium SHA,DN-25-26-115711,14-01-26,LLSI13,200,0.9982,DTDC EXPRESS LIMITED,Ahmedabad_Gujarat
BigBasket,HR11 - LORPL,LLSI13,Premium SHA,DN-25-26-115714,14-01-26,LLSI13,40,0.19964,DTDC EXPRESS LIMITED,Nalmuri_West Bengal
BigBasket,HR11 - LORPL,LLSI13,Premium SHA,DN-25-26-115715,14-01-26,LLSI13,40,0.19964,DTDC EXPRESS LIMITED,Bangalore_Karnataka
BigBasket,HR11 - LORPL,LLSI13,Premium SHA,DN-25-26-115713,14-01-26,LLSI13,45,0.224595,DTDC EXPRESS LIMITED,Pune_Maharashtra
BigBasket,HR11 - LORPL,LLSI13,Premium SHA,DN-25-26-115712,14-01-26,LLSI13,200,0.9982,DTDC EXPRESS LIMITED,Thane_Maharashtra
BigBasket,HR11 - LORPL,LLSI13,Premium SHA,DN-25-26-115710,14-01-26,LLSI13,50,0.24955,DTDC EXPRESS LIMITED,Noida_Uttar Pradesh
Amazon,HR11 - LORPL,LLBT03,Kitchen & Dining,DN-25-26-115616,14-01-26,LLBT03,3300,7.0335375,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Corporate Sales Debtors,HR11 - LORPL,LLMG_Large Jar,Spares,DN-25-26-115625,14-01-26,LLMG_Large Jar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Glen Burner 79,Spares,DN-25-26-115624,14-01-26,LLGS_Glen Burner 79,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Glen Burner 69,Spares,DN-25-26-115624,14-01-26,LLGS_Glen Burner 69,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG45_500 WATT MIXER MOTOR,Spares,DN-25-26-115623,14-01-26,LLMG45_500 WATT MIXER MOTOR,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLIC103_MAINPCB,Spares,DN-25-26-115622,14-01-26,LLIC103_MAINPCB,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Gulla cut burners 79,Spares,DN-25-26-115632,14-01-26,LLGS_Gulla cut burners 79,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Gulla cut burners 69,Spares,DN-25-26-115632,14-01-26,LLGS_Gulla cut burners 69,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Glen Burner 69,Spares,DN-25-26-115628,14-01-26,LLGS_Glen Burner 69,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_HOPTOP_Knob,Spares,DN-25-26-115630,14-01-26,LLGS_HOPTOP_Knob,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG45_500 WATT MIXER MOTOR,Spares,DN-25-26-115627,14-01-26,LLMG45_500 WATT MIXER MOTOR,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG-OLP Switch 2.2Amp (500W) common,Spares,DN-25-26-115627,14-01-26,LLMG-OLP Switch 2.2Amp (500W) common,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLWH106_Water Heater,Spares,DN-25-26-115626,14-01-26,LLWH106_Water Heater,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS18-42,Spares,DN-25-26-115631,14-01-26,LLGS18-42,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS18-37,Spares,DN-25-26-115631,14-01-26,LLGS18-37,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,Mixing Tube Small  Dia 79 Mm (Smart),Spares,DN-25-26-115633,14-01-26,Mixing Tube Small  Dia 79 Mm (Smart),2,0.000002,,
Corporate Sales Debtors,HR11 - LORPL,Mixing Tube Small  Dia 69 Mm (Smart),Spares,DN-25-26-115633,14-01-26,Mixing Tube Small  Dia 69 Mm (Smart),1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Glen Burner 79,Spares,DN-25-26-115633,14-01-26,LLGS_Glen Burner 79,2,0.000002,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Glen Burner 69,Spares,DN-25-26-115633,14-01-26,LLGS_Glen Burner 69,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS-PIGTAIL-Bundy pipe,Spares,DN-25-26-115634,14-01-26,LLGS-PIGTAIL-Bundy pipe,3,0.000003,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Glen Burner 79,Spares,DN-25-26-115634,14-01-26,LLGS_Glen Burner 79,2,0.000002,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Glen Burner 69,Spares,DN-25-26-115634,14-01-26,LLGS_Glen Burner 69,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,Gas Cock Set 2,Spares,DN-25-26-115634,14-01-26,Gas Cock Set 2,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,Gas Cock Set 1,Spares,DN-25-26-115634,14-01-26,Gas Cock Set 1,2,0.000002,,
Corporate Sales Debtors,HR11 - LORPL,LLSPARE-15,Spares,DN-25-26-115635,14-01-26,LLSPARE-15,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Glen Burner 69,Spares,DN-25-26-115635,14-01-26,LLGS_Glen Burner 69,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLIC100_MAINPCB,Spares,DN-25-26-115629,14-01-26,LLIC100_MAINPCB,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLIC100_COIL,Spares,DN-25-26-115629,14-01-26,LLIC100_COIL,1,0.000001,,
Offline Sales-B2B,HR11 - LORPL,LLGRMS901,Premium SHA,DN-25-26-113797,12-01-26,LLGRMS901,5,0.02835,SKYLARK EXPRESS (DELHI) PVT LTD,Ahmedabad _Gujarat
Offline Sales-B2B,HR11 - LORPL,LLRC04,SHA,DN-25-26-114474-1,12-01-26,LLRC04,6,0.133956,DTDC EXPRESS LIMITED,Mohali _Punjab
Offline Sales-B2B,HR11 - LORPL,LLJMG04,SHA,DN-25-26-114474-1,12-01-26,LLJMG04,4,0.136958,DTDC EXPRESS LIMITED,Mohali _Punjab
Offline – GT,HR11 - LORPL,LLKT003,Kitchen & Dining,DN-25-26-113802,12-01-26,LLKT003,24,0.075816,SKYLARK EXPRESS (DELHI) PVT LTD,satna _Madhya Pradesh
Offline – GT,HR11 - LORPL,LLIRC002,SHA,DN-25-26-113802,12-01-26,LLIRC002,30,0.17684325,SKYLARK EXPRESS (DELHI) PVT LTD,satna _Madhya Pradesh
Offline – GT,HR11 - LORPL,LLGSD07,Kitchen & Dining,DN-25-26-113802,12-01-26,LLGSD07,5,0.2559375,SKYLARK EXPRESS (DELHI) PVT LTD,satna _Madhya Pradesh
Offline – GT,HR11 - LORPL,LLGS990,Kitchen & Dining,DN-25-26-113802,12-01-26,LLGS990,4,0.126,SKYLARK EXPRESS (DELHI) PVT LTD,satna _Madhya Pradesh
Offline Sales-B2B,HR11 - LORPL,LLQH925,Seasonal,DN-25-26-113824,12-01-26,LLQH925,4,0.093024,SKYLARK EXPRESS (DELHI) PVT LTD,Vadodara_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLIRC002,SHA,DN-25-26-113824,12-01-26,LLIRC002,12,0.0707373,SKYLARK EXPRESS (DELHI) PVT LTD,Vadodara_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLIRC001,SHA,DN-25-26-113824,12-01-26,LLIRC001,6,0.0945,SKYLARK EXPRESS (DELHI) PVT LTD,Vadodara_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLIC30,SHA,DN-25-26-113824,12-01-26,LLIC30,12,0.225828,SKYLARK EXPRESS (DELHI) PVT LTD,Vadodara_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLGS990,Kitchen & Dining,DN-25-26-113824,12-01-26,LLGS990,12,0.378,SKYLARK EXPRESS (DELHI) PVT LTD,Vadodara_Gujarat
Others,HR11 - LORPL,LLRC04,SHA,DN-25-26-113801,12-01-26,LLRC04,1,0.022326,DTDC EXPRESS LIMITED,Delhi_Delhi
Offline Sales-B2B,HR11 - LORPL,LLQH923,Seasonal,DN-25-26-114444,12-01-26,LLQH923,10,0.27246375,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLNBB001,SHA,DN-25-26-114444,12-01-26,LLNBB001,10,0.07722,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLM72,Health Care Devices,DN-25-26-114444,12-01-26,LLM72,15,1.2183,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-114444,12-01-26,LLKS06,30,0.6552,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLKS03,Sports & Fitness,DN-25-26-114444,12-01-26,LLKS03,15,0.32214,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLKS02,Sports & Fitness,DN-25-26-114444,12-01-26,LLKS02,30,0.64428,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLIDCKR03,Kitchen & Dining,DN-25-26-114444,12-01-26,LLIDCKR03,10,0.07744,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLGS27,Kitchen & Dining,DN-25-26-114444,12-01-26,LLGS27,10,0.60512,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLGS201,Kitchen & Dining,DN-25-26-114444,12-01-26,LLGS201,8,0.14688,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Offline Sales-B2B,HR11 - LORPL,LLGS10,Kitchen & Dining,DN-25-26-114444,12-01-26,LLGS10,10,0.294,SKYLARK EXPRESS (DELHI) PVT LTD,Gurgaon_Haryana
Corporate Sales Debtors,HR11 - LORPL,LLMG_MediumJar,Spares,DN-25-26-113774,12-01-26,LLMG_MediumJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_Large Jar,Spares,DN-25-26-113779,12-01-26,LLMG_Large Jar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG39_02,Spares,DN-25-26-113776,12-01-26,LLMG39_02,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG39_04,Spares,DN-25-26-113771,12-01-26,LLMG39_04,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_SmallJar,Spares,DN-25-26-113771,12-01-26,LLMG_SmallJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLHT9XX_HOPTOP_Pan Support,Spares,DN-25-26-113775,12-01-26,LLHT9XX_HOPTOP_Pan Support,2,0.000002,,
Corporate Sales Debtors,HR11 - LORPL,LLHT9XX_HOBTOP_Igniter Conecting kit,Spares,DN-25-26-113780,12-01-26,LLHT9XX_HOBTOP_Igniter Conecting kit,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_MediumJar,Spares,DN-25-26-113781,12-01-26,LLMG_MediumJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_SmallJar,Spares,DN-25-26-113772,12-01-26,LLMG_SmallJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_Large Jar,Spares,DN-25-26-113777,12-01-26,LLMG_Large Jar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Gas Knob,Spares,DN-25-26-113770,12-01-26,LLGS_Gas Knob,4,0.000004,,
Corporate Sales Debtors,HR11 - LORPL,Gas Cock Set 1,Spares,DN-25-26-113770,12-01-26,Gas Cock Set 1,3,0.000003,,
Corporate Sales Debtors,HR11 - LORPL,LLGS_Straight Gas Cock Set,Spares,DN-25-26-113773,12-01-26,LLGS_Straight Gas Cock Set,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_MediumJar,Spares,DN-25-26-113778,12-01-26,LLMG_MediumJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG39_04,Spares,DN-25-26-115472,13-01-26,LLMG39_04,1,0.000001,,
Offline – GT,HR11 - LORPL,LLMG600,SHA,DN-25-26-114449-1,12-01-26,LLMG600,18,0.33075,SKYLARK EXPRESS (DELHI) PVT LTD,AHMEDABAD_Gujarat
Offline – GT,HR11 - LORPL,LLKT003,Kitchen & Dining,DN-25-26-114449-1,12-01-26,LLKT003,24,0.075816,SKYLARK EXPRESS (DELHI) PVT LTD,AHMEDABAD_Gujarat
Offline – GT,HR11 - LORPL,LLIRC002,SHA,DN-25-26-114449-1,12-01-26,LLIRC002,6,0.03536865,SKYLARK EXPRESS (DELHI) PVT LTD,AHMEDABAD_Gujarat
Offline – GT,HR11 - LORPL,LLHB05,Premium SHA,DN-25-26-114449-1,12-01-26,LLHB05,10,0.031825,SKYLARK EXPRESS (DELHI) PVT LTD,AHMEDABAD_Gujarat
Offline – GT,HR11 - LORPL,LLEPK09,Emerging Innovations,DN-25-26-114449-1,12-01-26,LLEPK09,8,0.00945,SKYLARK EXPRESS (DELHI) PVT LTD,AHMEDABAD_Gujarat
Offline – GT,HR11 - LORPL,LLEK60,SHA,DN-25-26-114449-1,12-01-26,LLEK60,108,0.86184,SKYLARK EXPRESS (DELHI) PVT LTD,AHMEDABAD_Gujarat
Offline – GT,HR11 - LORPL,LLMG23,SHA,DN-25-26-113817,12-01-26,LLMG23,6,0.104328,SKYLARK EXPRESS (DELHI) PVT LTD,Gwalior_Madhya Pradesh
Offline Sales-B2B,HR11 - LORPL,LLWM105,Premium SHA,DN-25-26-113876,12-01-26,LLWM105,1,0.00687225,DTDC EXPRESS LIMITED,Ahmedabad_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLMG75,SHA,DN-25-26-113876,12-01-26,LLMG75,1,0.028704,DTDC EXPRESS LIMITED,Ahmedabad_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-114535,12-01-26,LLSM120G,1,0.0066,DTDC EXPRESS LIMITED,Mumbai_Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLSI13,Premium SHA,DN-25-26-114535,12-01-26,LLSI13,1,0.004991,DTDC EXPRESS LIMITED,Mumbai_Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLEKBT01,SHA,,,,,,,
Offline Sales-B2B,HR11 - LORPL,LLEK60,SHA,DN-25-26-114535,12-01-26,LLEK60,1,0.00798,DTDC EXPRESS LIMITED,Mumbai_Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLDI10,Premium SHA,DN-25-26-114535,12-01-26,LLDI10,1,0.003432,DTDC EXPRESS LIMITED,Mumbai_Maharashtra
Offline Sales-B2B,HR11 - LORPL,LLGS930,Kitchen & Dining,DN-25-26-113821,12-01-26,LLGS930,50,2.22,SKYLARK EXPRESS (DELHI) PVT LTD,Hyderabad_Telangana
Offline Sales-B2B,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-113820,12-01-26,LLSM120G,132,0.8712,SKYLARK EXPRESS (DELHI) PVT LTD,Gautam Buddha Nagar_Uttar Pradesh
Sales to Vendor,HR11 - LORPL,Printed Laminated Pouch Pcs (30*23),Packing Material,,,,,,,
Offline Sales-B2B,HR11 - LORPL,LLIRC001,SHA,DN-25-26-113819,12-01-26,LLIRC001,6,0.0945,SKYLARK EXPRESS (DELHI) PVT LTD,Ahmedabad_Gujarat
Offline Sales-B2B,HR11 - LORPL,LLAS01,Sports & Fitness,DN-25-26-113818-1,12-01-26,LLAS01,6,0.14688,DTDC EXPRESS LIMITED,CUTTACK_Odisha
Sales to Vendor,HR11 - LORPL,Printed Laminated Pouch Pcs (17*25),Packing Material,DN-25-26-114489-2,12-01-26,Printed Laminated Pouch Pcs (17*25),5000,2.125,DTDC EXPRESS LIMITED,Ludhiana_Punjab
Zepto,HR11 - LORPL,LLPVCHD03,Sports & Fitness,DN-25-26-115517,13-01-26,LLPVCHD03,5,0.03795,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,DN-25-26-115517,13-01-26,LLKS02,54,1.159704,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,DN-25-26-115539,13-01-26,LLYM72,80,0.95648,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLPVCHD06,Sports & Fitness,DN-25-26-115539,13-01-26,LLPVCHD06,65,0.211185,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLPVCHD03,Sports & Fitness,DN-25-26-115539,13-01-26,LLPVCHD03,5,0.03795,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLPVCHD01,Sports & Fitness,DN-25-26-115539,13-01-26,LLPVCHD01,99,0.282744,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,DN-25-26-115539,13-01-26,LLKS13,6,0.129033,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,DN-25-26-115539,13-01-26,LLKS02,192,4.123392,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLFAHG01,Sports & Fitness,DN-25-26-115539,13-01-26,LLFAHG01,180,0.10395,DTDC EXPRESS LIMITED,Tiruvallur_Tamil Nadu
Zepto,HR11 - LORPL,LLSM120G,Premium SHA,DN-25-26-115578,13-01-26,LLSM120G,8,0.0528,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLPVCHD07,Sports & Fitness,DN-25-26-115578,13-01-26,LLPVCHD07,2,0.008,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLPVCHD03,Sports & Fitness,DN-25-26-115578,13-01-26,LLPVCHD03,5,0.03795,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLMG40,SHA,DN-25-26-115578,13-01-26,LLMG40,8,0.1728,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLMG202,SHA,DN-25-26-115578,13-01-26,LLMG202,8,0.14749,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLMC01,SHA,DN-25-26-115578,13-01-26,LLMC01,8,0.051408,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,DN-25-26-115578,13-01-26,LLKS13,6,0.129033,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,DN-25-26-115578,13-01-26,LLKS02,66,1.417416,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLEK60,SHA,DN-25-26-115578,13-01-26,LLEK60,8,0.06384,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLBS01,Home Improvements,DN-25-26-115578,13-01-26,LLBS01,40,0.1344,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLAW04,Sports & Fitness,DN-25-26-115578,13-01-26,LLAW04,10,0.0196,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLAW02,Sports & Fitness,DN-25-26-115578,13-01-26,LLAW02,10,0.024,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,DN-25-26-115578,13-01-26,LLAS04,8,0.192096,DTDC EXPRESS LIMITED,Howrah_West Bengal
Zepto,HR11 - LORPL,LLYB111,Sports & Fitness,DN-25-26-115576,13-01-26,LLYB111,48,0.1656,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLYB102,Sports & Fitness,DN-25-26-115576,13-01-26,LLYB102,60,0.15525,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLSHB04,Sports & Fitness,DN-25-26-115576,13-01-26,LLSHB04,56,0.1232,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLPVCHD03,Sports & Fitness,DN-25-26-115576,13-01-26,LLPVCHD03,30,0.2277,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,DN-25-26-115576,13-01-26,LLPVCHD02,167,1.234464,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLNK08,Sports & Fitness,DN-25-26-115576,13-01-26,LLNK08,5,0.017,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLKTC05,Sports & Fitness,DN-25-26-115576,13-01-26,LLKTC05,15,1.0044,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,DN-25-26-115576,13-01-26,LLAS04,14,0.336168,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLAS01,Sports & Fitness,DN-25-26-115576,13-01-26,LLAS01,50,1.224,DTDC EXPRESS LIMITED,Hoskote_Karnataka
Zepto,HR11 - LORPL,LLSHB04,Sports & Fitness,DN-25-26-115577,13-01-26,LLSHB04,112,0.2464,DTDC EXPRESS LIMITED,THIRUVALLUR_Tamil Nadu
